agegroup	male	ethnicity	var	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
4	0	1	"chronic_liver_disease"	0	.0084034	.0121359	.0072886	.0206659	.0102377	.0099096	.0072529	.0049938	.0061378
4	0	1	"chronic_respiratory_disease"	0	0	.1585761	.0952381	.2962112	.0921389	.0527543	.013146	.0661673	.0479654
4	0	1	"diabcat_2"	0	.0882353	.1027508	.1175899	.0711825	.0698355	.0600408	.0661831	.0986267	.0650148
4	0	1	"diabcat_3"	0	.012605	.0546116	.0728863	.0241102	.0296161	.0276887	.0326383	.0474407	.0247784
4	0	1	"diabcat_4"	0	.0042017	.0173948	.02138	.0195178	.0102377	.0096182	.0081596	.0287141	.0125028
4	0	1	"htdiag_or_highbp"	0	0	.5436893	.6239067	.2640643	.4797075	.4669193	.7339075	.5705369	.4791998
4	0	1	"imd_2"	0	0	0	0	.0401837	0	0	0	0	1
4	0	1	"imd_3"	0	0	0	0	.0505166	0	1	0	.9250937	0
4	0	1	"imd_4"	0	.012605	0	.3401361	.4144661	.4402194	0	.5834089	0	0
4	0	1	"imd_5"	0	0	.9963592	.3143829	0	0	0	0	0	0
4	0	1	"obese4cat_2"	0	0	0	.9931973	.0309989	0	0	0	.9263421	.1654922
4	0	1	"obese4cat_3"	0	.2016807	.137945	0	.0401837	.0976234	.0973477	.1092475	0	.0695613
4	0	1	"obese4cat_4"	0	.0042017	.0938511	0	.021814	.0563071	.0501312	.0543971	0	.0318254
4	0	1	"organ_transplant"	0	0	.0012136	.0009718	0	.0010969	.0020402	.0018132	.0012484	.0004546
4	0	1	"other_immunosuppression"	0	.0042017	.0040453	.0034014	.0057405	.0036563	.0014573	.0022665	.0049938	.0040918
4	0	1	"other_neuro"	.0139417	.0168067	.013754	.0155491	.0091848	.0182815	.0134072	.0154125	.0162297	.0134121
4	0	1	"ra_sle_psoriasis"	0	.2647059	.0869741	.0932945	.075775	.0840951	.0813174	.0602901	.0811486	.0734258
4	0	1	"reduced_kidney_function_cat_2"	0	.0336134	.0675566	.0787172	.0482204	.0636197	.0553774	.0580236	.1385768	.0566038
4	0	1	"reduced_kidney_function_cat_3"	0	0	.0028317	.0038873	0	.0018282	.0026231	.0031732	.0012484	.0011366
4	0	1	"smoke_nomiss_2"	0	0	.4271845	.4776482	0	1	.4471	0	.4157303	.4166856
4	0	1	"smoke_nomiss_3"	0	0	.256068	.1175899	.8289323	0	.102594	.0684497	.093633	.0804728
4	0	1	"spleen"	0	0	.0032362	.0009718	.0057405	.0010969	.0008744	.0013599	.0012484	.0025006
4	0	1	"stroke_dementia"	0	.0252101	.0331715	.026725	.0229621	.0193784	.0192364	.0172257	.0262172	.018186
4	1	1	"N"	.03815	.1024	.1968	.2076	.1234	.0307	.01085	.03605	.0917	.16235
4	1	1	"asthmacat_2"	.0262123	.1474609	.1079776	.1042871	.1029173	.1140065	.1198157	.1040222	.0763359	.117955
4	1	1	"asthmacat_3"	0	.0151367	.0119411	.0151734	.0186386	.0162866	.0138249	.0332871	.0169029	.0215584
4	1	1	"cancer_exhaem_cat_2"	.0104849	.0083008	.0104167	.0103565	.0089141	.019544	0	.0097087	.0158124	.0101632
4	1	1	"cancer_exhaem_cat_3"	.0052425	.0297852	.0299797	.0313102	.0397083	.0211726	.0276498	.0138696	.021265	.0280259
4	1	1	"cancer_exhaem_cat_4"	0	.0341797	.0340447	.0392582	.0336305	.02443	.1751152	.038835	.0283533	.0409609
4	1	1	"cancer_haem_cat_2"	0	.0009766	.0010163	.0016859	.0008104	0	.0046083	.001387	.0016358	.0021558
4	1	1	"cancer_haem_cat_3"	0	.0068359	.0030488	.0038536	.0020259	.0016287	.0046083	.0041609	.0038168	.0027718
4	1	1	"cancer_haem_cat_4"	.0104849	.0068359	.0053354	.0052987	.0036467	.0032573	0	.0152566	.0054526	.0067755
4	1	1	"chronic_cardiac_disease"	0	.1357422	.1102642	.1105491	.0838736	.8257329	.0322581	.2635229	.1363141	.1296581
4	1	1	"chronic_liver_disease"	0	.0092773	.007876	.0072254	.0121556	.0276873	.0184332	.0291262	.021265	.012627
4	1	1	"chronic_respiratory_disease"	0	.09375	.0691057	.052264	.0486224	.1058632	.0276498	.1165049	.1984733	.0837696
4	1	1	"diabcat_2"	0	.0883789	.0752033	.0777938	.0664506	0	.046083	.9875174	.004362	.1367416
4	1	1	"diabcat_3"	0	.0273438	.0490346	.0392582	.0344408	.6384365	.0322581	0	.0501636	.0588235
4	1	1	"diabcat_4"	0	.0112305	.0170224	.0156551	.0101297	.009772	.0092166	0	.0278081	.0169387
4	1	1	"htdiag_or_highbp"	0	0	.5724086	.5684008	.797812	.7052117	.1382488	.7295423	.5081788	.9190022
4	1	1	"imd_2"	0	0	0	1	0	.0635179	.2718894	.0915395	.0076336	0
4	1	1	"imd_3"	0	0	1	0	0	.0928339	.0046083	.1719834	0	0
4	1	1	"imd_4"	0	.3251953	0	0	.7504052	.1465798	.0967742	.1983356	.3560523	.0896212
4	1	1	"imd_5"	.2673657	.1977539	0	0	0	.2752443	.0276498	.2815534	.4432933	.4351709
4	1	1	"obese4cat_2"	0	.1367188	.2037602	.2020713	.0919773	.276873	.0737327	.370319	.1368593	.4434863
4	1	1	"obese4cat_3"	.0065531	.0517578	.0645325	.061657	.089141	.1775244	.0368664	.1054092	.0545256	.0751463
4	1	1	"obese4cat_4"	.0039318	.0151367	.0256606	.0202312	.0397083	.0765472	.0184332	.0554785	.0169029	.0289498
4	1	1	"organ_transplant"	0	0	.0033028	.0021676	.0036467	.004886	0	.0027739	.0005453	.0033877
4	1	1	"other_immunosuppression"	.0013106	.0053711	.0063516	.0045761	.0052674	.0081433	.0138249	.0041609	.0059978	.0046196
4	1	1	"other_neuro"	.0157274	.0141602	.0111789	.0127649	.0153971	.0130293	.0046083	.0194175	.0109051	.0123191
4	1	1	"ra_sle_psoriasis"	0	.0654297	.058435	.0525048	.0405186	.0586319	.7926267	.0610264	.0610687	.0757622
4	1	1	"reduced_kidney_function_cat_2"	.0065531	.0424805	.0477642	.0467245	.054295	.1286645	.1198157	.0665742	.0272628	.0643671
4	1	1	"reduced_kidney_function_cat_3"	0	.0014648	.004065	.0026493	.0032415	.019544	0	.0097087	.002181	.0061595
4	1	1	"smoke_nomiss_2"	0	.9643555	.4908537	.4918112	.2893031	.2931596	0	0	0	.789344
4	1	1	"smoke_nomiss_3"	0	0	.1252541	.0951349	0	.0895765	.1198157	.4271845	.9880044	0
4	1	1	"spleen"	0	.0058594	.0022866	.0026493	.0008104	.004886	0	0	.0027263	.0021558
4	1	1	"stroke_dementia"	.0013106	.03125	.0294715	.0342004	.0230956	.0716612	.0138249	.0679612	.0517993	.040037
4	0	2	"N"	.0297099	.0415938	.0879063	.077071	.1873471	.1006641	.11849	.1347431	.0751486	.1473261
4	0	2	"asthmacat_2"	0	.1302521	.1491054	.1882086	.1324627	.1006944	.120944	.1141375	.1488372	.1328588
4	0	2	"asthmacat_3"	.0058824	.0504202	.0357853	.0249433	.0186567	.0225694	.0132743	.0259403	.0395349	.0344009
4	0	2	"cancer_exhaem_cat_2"	0	.0084034	.0059642	.0022676	.0037313	.0086806	.0073746	.0077821	.0069767	.0083037
4	0	2	"cancer_exhaem_cat_3"	0	.0252101	.0198807	.0204082	.0186567	.0121528	.0162242	.0220493	.0325581	.0118624
4	0	2	"cancer_exhaem_cat_4"	.0235294	.0420168	.0417495	.0408163	.0401119	.0503472	.039823	.0622568	.0581395	.0427046
4	0	2	"cancer_haem_cat_2"	0	0	0	0	.0009328	0	.0014749	.001297	.0023256	0
4	0	2	"cancer_haem_cat_3"	0	0	.0059642	.0022676	.0037313	.0017361	.0014749	0	0	.0011862
4	0	2	"cancer_haem_cat_4"	0	0	.0019881	.0022676	.0018657	.0052083	.0014749	.0038911	.0023256	.0035587
4	0	2	"chronic_cardiac_disease"	.0058824	.0546218	.0497018	.0362812	.0550373	.0347222	.0457227	.0817121	.055814	.109134
4	0	2	"chronic_liver_disease"	0	.012605	.0198807	.0090703	.005597	.0086806	.0088496	.0116732	.0093023	.0106762
4	0	2	"chronic_respiratory_disease"	0	.1386555	.0357853	.047619	.0345149	.0572917	.0309735	.0298314	.0395349	.0581257
4	0	2	"diabcat_2"	0	.1428571	.1292247	.1655329	.1921642	.1510417	.1489675	.2594034	.2534884	.2479241
4	0	2	"diabcat_3"	0	.0378151	.055666	.0430839	.0708955	.0625	.0427729	.0907912	.055814	.0937129
4	0	2	"diabcat_4"	0	.0210084	.0298211	.0181406	.0298507	.0295139	.0265487	.0142672	.0465116	.0355872
4	0	2	"htdiag_or_highbp"	0	.3655462	.4930418	0	.5522388	0	.4941003	.9727626	.644186	.9940688
4	0	2	"imd_2"	0	0	.5765408	0	0	0	1	0	0	0
4	0	2	"imd_3"	0	.4663866	0	0	1	0	0	0	0	0
4	0	2	"imd_4"	0	.3193277	0	.9410431	0	0	0	.7094682	.6790698	0
4	0	2	"imd_5"	0	0	0	0	0	.9965278	0	0	0	.9940688
4	0	2	"obese4cat_2"	0	.0588235	.0974155	0	.193097	.1875	.1356932	0	.983721	.2657177
4	0	2	"obese4cat_3"	0	.0588235	.0795229	.0589569	.0848881	.0763889	.0811209	.1335927	0	.14828
4	0	2	"obese4cat_4"	0	.0294118	.0536779	.031746	.045709	.0451389	.0324484	.0817121	0	.0877817
4	0	2	"organ_transplant"	0	0	.0059642	0	.0009328	0	.0014749	.002594	.0069767	.0023725
4	0	2	"other_immunosuppression"	0	.012605	.0159046	.0181406	.0158582	.0243056	.020649	.0168612	.0232558	.0284698
4	0	2	"other_neuro"	0	.0252101	.0079523	.0068027	.0083955	.0017361	.0058997	.0064851	.0139535	.0071174
4	0	2	"ra_sle_psoriasis"	.0941176	.0672269	.0656064	.0748299	.0652985	.0399306	.0560472	.0570687	.0651163	.0688019
4	0	2	"reduced_kidney_function_cat_2"	.0588235	.0546218	.0656064	.0340136	.0746269	.0590278	.0560472	.0959793	.0883721	.1079478
4	0	2	"reduced_kidney_function_cat_3"	0	0	.0039761	.0022676	.0065299	0	.0014749	.0103761	.0046512	.0130486
4	0	2	"smoke_nomiss_2"	0	0	.9980119	.3197279	.3451492	.3020833	0	.2049287	.3255814	.2882562
4	0	2	"smoke_nomiss_3"	0	.9747899	0	0	0	.15625	.1061947	.0648508	.0767442	.1447212
4	0	2	"spleen"	.0058824	0	.0019881	.0022676	.0037313	.0069444	.0014749	.002594	.0093023	.0035587
4	0	2	"stroke_dementia"	0	.0210084	.0159046	.0090703	.0223881	.0208333	.0132743	.0285344	.0325581	.0450771
4	1	2	"N"	.101685	.1600705	.1105016	.0558386	.0950235	.13029	.1553683	.0221395	.1089342	.0601489
4	1	2	"asthmacat_2"	.0635838	.0881273	.1294326	.1298246	.1484536	.1037594	.1172762	.0619469	.1007194	.1400651
4	1	2	"asthmacat_3"	.0115607	.0134639	.0177305	.0245614	.0123711	.0165414	.0176545	.0530973	.0071942	.0162866
4	1	2	"cancer_exhaem_cat_2"	.0154143	.003672	.0106383	.0070175	.0082474	.0135338	.0088272	0	.0035971	.009772
4	1	2	"cancer_exhaem_cat_3"	.0211946	.0183599	.0141844	.0385965	.0185567	.0195489	.0189155	.0176991	.0197842	.0456026
4	1	2	"cancer_exhaem_cat_4"	.0289017	.0305998	.0460993	.045614	.0268041	.0255639	.035309	.079646	.0143885	.0228013
4	1	2	"cancer_haem_cat_2"	0	0	.001773	0	0	.0015038	.0025221	0	0	.0032573
4	1	2	"cancer_haem_cat_3"	.0057803	.002448	.001773	.0035088	.0020619	0	0	0	0	.009772
4	1	2	"cancer_haem_cat_4"	.0077071	.003672	.0035461	.0035088	.0103093	.0030075	.0037831	0	.0053957	.0032573
4	1	2	"chronic_cardiac_disease"	.105973	.0269278	.0957447	.9578947	.1278351	.1052632	0	.0973451	.0935252	.0553746
4	1	2	"chronic_liver_disease"	.0115607	.0097919	.0106383	.0140351	.0061856	.0195489	.0088272	.0176991	.0125899	.0260586
4	1	2	"chronic_respiratory_disease"	.0982659	.0342717	.0567376	.0736842	.1010309	.0571429	.0315259	.0176991	.0305755	.0521173
4	1	2	"diabcat_2"	.1117534	.1529988	.1879433	.3298246	.2268041	.1654135	.148802	.2477876	.1744604	.1172638
4	1	2	"diabcat_3"	.061657	.0893513	.1152482	.1403509	.1134021	.0932331	.075662	.0884956	.0701439	.0358306
4	1	2	"diabcat_4"	.0346821	.0367197	.037234	.0350877	.0309278	.0315789	.0277427	.0353982	.0395683	.0260586
4	1	2	"htdiag_or_highbp"	.3930636	.7858017	.714539	.6842105	.5979381	.5774436	.5107188	.6548672	.5575539	0
4	1	2	"imd_2"	0	0	0	.4035088	0	0	1	.0530973	0	0
4	1	2	"imd_3"	0	0	.7340425	0	0	0	0	.1238938	.9982014	0
4	1	2	"imd_4"	0	0	0	0	.9979382	1	0	.0884956	0	0
4	1	2	"imd_5"	.7071291	.8641371	0	.2280702	0	0	0	.0353982	0	.5830619
4	1	2	"obese4cat_2"	.0789981	.1566707	.2234043	.2175439	.2123711	.1428571	.1715006	.840708	.1456835	.1205212
4	1	2	"obese4cat_3"	.026975	.0660955	.0744681	.1087719	.0639175	.0315789	.035309	.0176991	.0557554	.029316
4	1	2	"obese4cat_4"	.0115607	.0257038	.0230496	.0105263	.028866	.0120301	.0163934	0	.0125899	.0162866
4	1	2	"organ_transplant"	.0057803	.003672	.0053191	0	.0041237	0	.001261	0	.0017986	.0032573
4	1	2	"other_immunosuppression"	.0038536	.0232558	.0283688	.0105263	.0226804	.0150376	.0176545	.0176991	.0089928	.019544
4	1	2	"other_neuro"	.0096339	.004896	.0053191	.0175439	.0061856	.0105263	.0126103	.0088496	.0107914	.0130293
4	1	2	"ra_sle_psoriasis"	.0404624	.0440636	.0531915	.0491228	.0391753	.0360902	.035309	.0619469	.0395683	.0749186
4	1	2	"reduced_kidney_function_cat_2"	.0597303	.0648715	.0868794	.122807	.0989691	.0556391	.0592686	.539823	.0521583	.0325733
4	1	2	"reduced_kidney_function_cat_3"	.0077071	.0110159	.0088652	.0280702	.0123711	.0090226	.0050441	0	.0089928	0
4	1	2	"smoke_nomiss_2"	0	.3292534	1	.5859649	.9979382	0	.4098361	.0265487	0	.9478827
4	1	2	"smoke_nomiss_3"	.822736	0	0	.1017544	0	.3969925	.1525851	.0973451	.3615108	0
4	1	2	"spleen"	.0038536	.004896	0	0	.0103093	.0030075	.0025221	.0088496	.0035971	0
4	1	2	"stroke_dementia"	.0635838	.0342717	.035461	.0631579	.0391753	.0330827	.0163934	.0442478	.0215827	.009772
4	0	3	"N"	.0807	.0558	.09375	.19975	.2513	.0569	.09595	.03105	.06115	.07365
4	0	3	"asthmacat_2"	.0780669	.0922939	.0826667	0	.1295265	.9780316	.1026576	.1127214	.1479967	.150034
4	0	3	"asthmacat_3"	.0192069	.0277778	.0453333	.0463079	.0324314	0	.0270974	.0499195	.0294358	.0373388
4	0	3	"cancer_exhaem_cat_2"	.0030979	.0044803	.0048	.0050063	.0041783	.0105448	.0046899	.0016103	.007359	.0067889
4	0	3	"cancer_exhaem_cat_3"	.0086741	.0206093	.0192	.0145181	.01731	.0158172	.015112	.0225443	.0179886	.0108622
4	0	3	"cancer_exhaem_cat_4"	.0179678	.0286738	.0373333	.0350438	.0330283	.0465729	.0354351	.0354267	.0629599	.053632
4	0	3	"cancer_haem_cat_2"	0	.0008961	.0010667	.0007509	.0009948	0	0	.0032206	0	.0006789
4	0	3	"cancer_haem_cat_3"	.0012392	.0017921	.0016	.0022528	.0017907	0	.0020844	.0080515	.002453	.0027155
4	0	3	"cancer_haem_cat_4"	.0006196	.0026882	.0058667	.0030038	.0037803	.0026362	.0031266	.0016103	.0040883	.0020367
4	0	3	"chronic_cardiac_disease"	.0291202	.0143369	.2218667	.1033792	.0879427	.1441125	.0969255	.0724638	.1463614	.1452817
4	0	3	"chronic_liver_disease"	.0030979	.0044803	.0138667	.0112641	.0083565	.016696	.005211	.0096618	.0098119	.0088255
4	0	3	"chronic_respiratory_disease"	.0136307	.0215054	.0405333	.0297872	.0302427	.0913884	.0265763	.037037	.0294358	.0366599
4	0	3	"diabcat_2"	0	.1523297	0	.3942428	.413848	.288225	0	.9806764	.9820114	.3638832
4	0	3	"diabcat_3"	.0786865	.0492832	.9765334	0	0	.1968366	.1672746	0	0	.1174474
4	0	3	"diabcat_4"	.0495663	.0295699	0	.0468085	.0507362	.0325132	.0515894	0	0	.0373388
4	0	3	"htdiag_or_highbp"	0	0	.7450666	.5909888	.591723	.6186292	1	0	.9820114	.9497624
4	0	3	"imd_2"	0	.9005376	0	0	0	0	0	0	0	.9993211
4	0	3	"imd_3"	.7682776	0	.0010667	0	0	.0035149	.7290255	.7584541	.7579722	0
4	0	3	"imd_4"	0	0	.4293333	0	1	0	0	0	0	0
4	0	3	"imd_5"	0	0	.4576	.98398	0	.801406	0	0	0	0
4	0	3	"obese4cat_2"	.098513	.0797491	.2592	.2643304	.2107043	.2495606	.2042731	.194847	.2493868	.2389681
4	0	3	"obese4cat_3"	.0328377	.0385305	.1152	.0971214	.0750099	.1379613	.0609693	.0450886	.0915781	.0835031
4	0	3	"obese4cat_4"	.0061958	.0098566	.0442667	.0345432	.0332272	.0527241	.0281397	.0096618	.0417007	.0224033
4	0	3	"organ_transplant"	0	0	.0069333	.0030038	.0035814	.0035149	.0031266	.0016103	.0040883	.00611
4	0	3	"other_immunosuppression"	.0024783	.0035842	.0048	.0025031	.0033824	.0035149	.0036477	.0128824	.0016353	.0054311
4	0	3	"other_neuro"	.0055762	.0026882	.0096	.0090113	.0077596	.0114236	.0072955	.0080515	.0098119	.01222
4	0	3	"ra_sle_psoriasis"	.0458488	.1012545	.072	.0680851	.0750099	.0676626	.0760813	.0724638	.0817662	.0773931
4	0	3	"reduced_kidney_function_cat_2"	.0173482	.015233	.1050667	.0623279	.0475527	.0685413	.0625326	.020934	.0670482	.0604209
4	0	3	"reduced_kidney_function_cat_3"	.0006196	.0008961	.0202667	.008761	.0083565	.0061511	.0083377	0	.0089943	.0067889
4	0	3	"smoke_nomiss_2"	.0811648	.172043	.1381333	.1198999	.1022682	.1731107	.1141219	.1449275	.1365495	.1350984
4	0	3	"smoke_nomiss_3"	.0111524	.0277778	.0149333	.0242804	.0153203	.0175747	.0125065	.0112721	.0122649	.0217244
4	0	3	"spleen"	.0012392	.0053763	.0010667	.0017522	.0015917	.0026362	.0020844	.0016103	.0016353	0
4	0	3	"stroke_dementia"	.0080545	.0089606	.0469333	.02403	.0238758	.0465729	.0260552	.0177134	.0343418	.0427699
4	1	3	"N"	.08125	.1779	.1887	.01015	.1134	.0744	.10925	.01855	.04735	.17905
4	1	3	"asthmacat_2"	.1335385	.1261945	.0988341	0	.1111111	.1001344	.1093822	.1617251	.1921858	.1156102
4	1	3	"asthmacat_3"	.0276923	.0278246	.0264971	0	.0154321	.0201613	.0146453	.0485175	.0369588	.0217816
4	1	3	"cancer_exhaem_cat_2"	.0049231	.0064643	.0060943	0	.0057319	.0047043	.0036613	.0026954	.0042239	.0039095
4	1	3	"cancer_exhaem_cat_3"	.0153846	.0112423	.0124536	0	.0110229	.0073925	.0077803	.0215633	.0200634	.0100531
4	1	3	"cancer_exhaem_cat_4"	.0184615	.0151771	.0145734	0	.0185185	.0053763	.0086957	.0215633	.0116156	.0184306
4	1	3	"cancer_haem_cat_2"	.0006154	.0011242	0	0	.0013228	0	0	.0026954	0	.0005585
4	1	3	"cancer_haem_cat_3"	.0036923	.0025295	.0023847	0	.0022046	0	.001373	0	.0031679	.0019548
4	1	3	"cancer_haem_cat_4"	.0086154	.0056211	.0047695	0	.0048501	.0026882	.004119	.0026954	.0137276	.0053058
4	1	3	"chronic_cardiac_disease"	.4498461	.2453626	.2299947	0	.1525573	.1189516	.1281465	.3881402	.1847941	.1588942
4	1	3	"chronic_liver_disease"	.0209231	.0160202	.0145734	0	.0110229	.0100806	.0105263	.0269542	.0095037	.0134041
4	1	3	"chronic_respiratory_disease"	.0836923	.07448	.0540541	0	.042328	.0739247	.0489703	.1132075	.0982049	.038816
4	1	3	"diabcat_2"	0	.415683	.3569157	0	.3112875	.2399193	.2585812	.2398922	.2977825	.3566043
4	1	3	"diabcat_3"	.9661539	0	.1928988	0	.1014109	.0389785	.1121281	.4447439	.0739176	.0969003
4	1	3	"diabcat_4"	.0006154	.0491849	.0556439	0	.0348325	.0450269	.0425629	.0485175	.0464625	.0416085
4	1	3	"htdiag_or_highbp"	.7569231	.9786397	.9994701	0	.6018519	0	0	.8894879	0	.6185423
4	1	3	"imd_2"	.0504615	0	0	0	.9995591	0	0	.0754717	0	0
4	1	3	"imd_3"	.1378462	0	0	0	0	0	0	.2398922	0	1
4	1	3	"imd_4"	.0067692	0	1	0	0	0	1	.1185984	0	0
4	1	3	"imd_5"	.6332307	.7433951	0	0	0	.9516129	0	.4070081	.7254488	0
4	1	3	"obese4cat_2"	.2467692	.1826869	.1690514	0	.1463845	.1048387	.1016018	0	.1161563	.1438146
4	1	3	"obese4cat_3"	0	.0033727	.0344462	0	.0167549	.0127688	.0210526	.9946092	.0126716	.0136833
4	1	3	"obese4cat_4"	.0153846	.0126476	.0129836	0	.0097002	.000672	.0018307	0	.0042239	.0080983
4	1	3	"organ_transplant"	.0098462	.0073075	.008744	0	.0044092	0	.0004577	.0107817	.0021119	.0058643
4	1	3	"other_immunosuppression"	.0030769	.004778	.0039746	0	.005291	.0020161	.0022883	.0053908	.0042239	.003351
4	1	3	"other_neuro"	.0215385	.014896	.0105988	0	.0123457	.0120968	.0086957	.0107817	.0063358	.0120078
4	1	3	"ra_sle_psoriasis"	.0584615	.059584	.0553789	0	.0665785	.0510753	.0526316	.0889488	.0739176	.0622731
4	1	3	"reduced_kidney_function_cat_2"	.1458462	.078977	.0779014	0	.0454145	.0275538	.0265446	.1320755	.0369588	.0438425
4	1	3	"reduced_kidney_function_cat_3"	.0215385	.0168634	.0172231	0	.0048501	.0020161	.0032037	.0377358	.0031679	.0072605
4	1	3	"smoke_nomiss_2"	.4418462	.351602	.3134605	0	.3567019	0	.2883295	.5040431	.9366421	.308573
4	1	3	"smoke_nomiss_3"	.1181538	.1520517	.1308956	0	.0952381	.375	.1510298	.0700809	0	.1122591
4	1	3	"spleen"	.0012308	.0014053	.0013249	0	.0008818	.0013441	0	0	.0021119	.0008378
4	1	3	"stroke_dementia"	.0775385	.0604272	.0479597	0	.0348325	.0235215	.020595	.0512129	.0295671	.0256911
4	0	4	"N"	.1724138	.1705329	.1343086	.1734587	.0205503	.0303727	.1111808	.010101	.071125	.1059561
4	0	4	"asthmacat_2"	.119596	.126634	.1504149	.1253012	.2	.1077982	.1021303	0	.1694417	.0986193
4	0	4	"asthmacat_3"	.0157576	.0257353	.033195	.0160643	.020339	.0137615	.0181704	0	.0284035	.0151216
4	0	4	"cancer_exhaem_cat_2"	.0036364	.0065359	.0057054	.0068273	0	.0114679	.0037594	0	.0078355	.0046022
4	0	4	"cancer_exhaem_cat_3"	.0161616	.0151144	.0134855	.0156627	.0237288	.0137615	.018797	0	.0264447	.0092045
4	0	4	"cancer_exhaem_cat_4"	.0335354	.0355392	.0373444	.037751	.0644068	.0206422	.0432331	0	.0352595	.0236686
4	0	4	"cancer_haem_cat_2"	.0012121	.001634	.0010373	.002008	0	.0022936	.0006266	0	.0019589	.0006575
4	0	4	"cancer_haem_cat_3"	.0012121	.004085	.001556	.0016064	.0033898	.0045872	.0031328	0	.006856	.0019724
4	0	4	"cancer_haem_cat_4"	.0064646	.004085	.0051867	.0044177	.0101695	0	.0050125	0	.0058766	.0026298
4	0	4	"chronic_cardiac_disease"	.0464646	.067402	.091805	.0518072	.0169492	.1009174	.0401003	0	.1665034	.0276134
4	0	4	"chronic_liver_disease"	.0076768	.0081699	.0093361	.0048193	.0101695	.0091743	.0056391	0	.0117532	.0072321
4	0	4	"chronic_respiratory_disease"	.0347475	.0265523	.0492739	.0313253	.040678	.0252294	.0357143	0	.0548482	.0236686
4	0	4	"diabcat_2"	0	0	.9989626	.2361446	.1254237	0	.216792	0	.3271303	.1827745
4	0	4	"diabcat_3"	.1167677	.1491013	0	.0614458	.0271186	0	.066416	0	.1733595	.0414201
4	0	4	"diabcat_4"	0	0	0	.0421687	.0033898	.9977064	.0394737	0	.0048972	0
4	0	4	"htdiag_or_highbp"	.5785859	.9979575	.8469917	.6172691	0	.6857798	.6058897	0	.9079334	0
4	0	4	"imd_2"	0	0	.0005187	0	0	.0022936	1	0	.029383	0
4	0	4	"imd_3"	0	0	0	1	0	0	0	0	.0548482	0
4	0	4	"imd_4"	1	0	.4782158	0	0	.3738532	0	0	.331048	0
4	0	4	"imd_5"	0	.8410948	.4491701	0	.6	.5619266	0	0	.4740451	.9612097
4	0	4	"obese4cat_2"	.2565657	.2614379	.283195	.2409639	0	.2568807	.2393484	0	.2801175	.2879684
4	0	4	"obese4cat_3"	.1260606	.1605392	.1732365	.1232932	.681356	.1422018	.1115288	0	.1782566	0
4	0	4	"obese4cat_4"	.049697	.0853758	.0995851	.0578313	.0135593	.087156	.0513784	0	.1028403	.0460224
4	0	4	"organ_transplant"	.0016162	.001634	.0025934	.0032129	.0033898	.0137615	.0018797	0	.0107738	.0013149
4	0	4	"other_immunosuppression"	.0355556	.0375817	.0295643	.0257028	.020339	.0206422	.0269424	0	.049951	.0302433
4	0	4	"other_neuro"	.0068687	.0081699	.0150415	.0092369	.0067797	.0045872	.0081454	0	.0117532	.0078895
4	0	4	"ra_sle_psoriasis"	.0448485	.0449346	.0544606	.0465863	.0576271	.0389908	.0463659	0	.0519099	.035503
4	0	4	"reduced_kidney_function_cat_2"	.0258586	0	0	.0835341	.0542373	.1238532	.0971178	0	.9921646	.0506246
4	0	4	"reduced_kidney_function_cat_3"	.0072727	.0110294	.0145228	.0064257	0	.0298165	.0037594	0	0	.0013149
4	0	4	"smoke_nomiss_2"	.2161616	.2116013	.2608921	.2116466	.3423729	.206422	.2180451	0	.2918707	.1913215
4	0	4	"smoke_nomiss_3"	.0783838	.0780229	.0684647	.0694779	.040678	.0527523	.056391	0	.0626836	.095332
4	0	4	"spleen"	.0028283	.0065359	.0025934	.0088353	.0033898	.016055	.0056391	0	.0078355	.0059172
4	0	4	"stroke_dementia"	.0214141	.0347222	.034751	.0257028	.0169492	.0252294	.018797	0	.0685602	.0164366
4	1	4	"N"	.0921256	.1230057	.1080803	.065804	.0049996	.1366076	.1094772	.1197706	.177487	.0626425
4	1	4	"asthmacat_2"	.0774142	.0986252	.1020408	.0748603	.3823529	.0866523	.0940228	.0699816	.076222	.0868545
4	1	4	"asthmacat_3"	.0079808	.0155409	.007483	.0122905	0	.007535	.0141034	.0110497	.0095278	.0117371
4	1	4	"cancer_exhaem_cat_2"	.0119713	.0149432	.0115646	.0067039	0	.0037675	.0094023	.0079804	.0107705	.008216
4	1	4	"cancer_exhaem_cat_3"	.0311253	.0251046	.037415	.027933	.0588235	.0301399	.0369375	.0184162	.0360398	.0375587
4	1	4	"cancer_exhaem_cat_4"	.0295291	.0364614	.029932	.0290503	.1176471	.0290635	.0315648	.0214856	.0294118	.0258216
4	1	4	"cancer_haem_cat_2"	.0015962	.0011955	.0020408	.0022346	0	.0005382	.003358	.0006139	.0004143	.0011737
4	1	4	"cancer_haem_cat_3"	.0015962	.0029886	.0013605	.0044693	.0147059	.0037675	.0026864	.0024555	.0024855	.0023474
4	1	4	"cancer_haem_cat_4"	.0039904	.0071727	.0054422	.003352	0	.0053821	.0080591	.0036832	.0024855	.0046948
4	1	4	"chronic_cardiac_disease"	.1093376	.1506276	.1176871	.0536313	.1323529	.0705059	.0852921	.0405157	.1027341	.0974178
4	1	4	"chronic_liver_disease"	.0079808	.0161387	.014966	.0111732	.0441176	.0129171	.0067159	.0110497	.0178128	.0117371
